Series_Title,Overview,clean_text
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop.,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb An insane general triggers a path to nuclear holocaust that a War Room full of politicians and generals frantically tries to stop. Comedy Stanley Kubrick Peter Sellers George C. Scott Sterling Hayden Keenan Wynn
Witness for the Prosecution,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,"Witness for the Prosecution A veteran British barrister must defend his client in a murder trial that has surprise after surprise. Crime, Drama, Mystery Billy Wilder Tyrone Power Marlene Dietrich Charles Laughton Elsa Lanchester"
Paths of Glory,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.","Paths of Glory After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them. Drama, War Stanley Kubrick Kirk Douglas Ralph Meeker Adolphe Menjou George Macready"
Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,"Rear Window A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder. Mystery, Thriller Alfred Hitchcock James Stewart Grace Kelly Wendell Corey Thelma Ritter"
Sunset Blvd.,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,"Sunset Blvd. A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return. Drama, Film-Noir Billy Wilder William Holden Gloria Swanson Erich von Stroheim Nancy Olson"
The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,"The Great Dictator Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime. Comedy, Drama, War Charles Chaplin Charles Chaplin Paulette Goddard Jack Oakie Reginald Gardiner"
1917,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","1917 April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap. Drama, Thriller, War Sam Mendes Dean-Charles Chapman George MacKay Daniel Mays Colin Firth"
Tumbbad,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,"Tumbbad A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born. Drama, Fantasy, Horror Rahi Anil Barve Anand Gandhi Adesh Prasad Sohum Shah Jyoti Malshe"
Andhadhun,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.","Andhadhun A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of. Crime, Drama, Music Sriram Raghavan Ayushmann Khurrana Tabu Radhika Apte Anil Dhawan"
Drishyam,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,"Drishyam A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime. Crime, Drama, Thriller Jeethu Joseph Mohanlal Meena Asha Sharath Ansiba"
Jagten,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","Jagten A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie. Drama Thomas Vinterberg Mads Mikkelsen Thomas Bo Larsen Annika Wedderkopp Lasse Fogelstrøm"
Jodaeiye Nader az Simin,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,Jodaeiye Nader az Simin A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease. Drama Asghar Farhadi Payman Maadi Leila Hatami Sareh Bayat Shahab Hosseini
Incendies,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"Incendies Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes. Drama, Mystery, War Denis Villeneuve Lubna Azabal Mélissa Désormeaux-Poulin Maxim Gaudette Mustafa Kamel"
Miracle in cell NO.7,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).,Miracle in cell NO.7 A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013). Drama Mehmet Ada Öztekin Aras Bulut Iynemli Nisa Sofiya Aksongur Deniz Baysal Celile Toyon Uysal
Babam ve Oglum,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,"Babam ve Oglum The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980. Drama, Family Çagan Irmak Çetin Tekindor Fikret Kuskan Hümeyra Ege Tanman"
Inglourious Basterds,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","Inglourious Basterds In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same. Adventure, Drama, War Quentin Tarantino Brad Pitt Diane Kruger Eli Roth Mélanie Laurent"
Eternal Sunshine of the Spotless Mind,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.","Eternal Sunshine of the Spotless Mind When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories. Drama, Romance, Sci-Fi Michel Gondry Jim Carrey Kate Winslet Tom Wilkinson Gerry Robert Byrne"
Amélie,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.","Amélie Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love. Comedy, Romance Jean-Pierre Jeunet Audrey Tautou Mathieu Kassovitz Rufus Lorella Cravotta"
Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","Snatch Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond. Comedy, Crime Guy Ritchie Jason Statham Brad Pitt Benicio Del Toro Dennis Farina"
Requiem for a Dream,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Requiem for a Dream The drug-induced utopias of four Coney Island people are shattered when their addictions run deep. Drama Darren Aronofsky Ellen Burstyn Jared Leto Jennifer Connelly Marlon Wayans
American Beauty,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,American Beauty A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend. Drama Sam Mendes Kevin Spacey Annette Bening Thora Birch Wes Bentley
Good Will Hunting,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.","Good Will Hunting Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life. Drama, Romance Gus Van Sant Robin Williams Matt Damon Ben Affleck Stellan Skarsgård"
Bacheha-Ye aseman,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.","Bacheha-Ye aseman After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair. Drama, Family, Sport Majid Majidi Mohammad Amir Naji Amir Farrokh Hashemian Bahare Seddiqi Nafise Jafar-Mohammadi"
Toy Story,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,"Toy Story A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room. Animation, Adventure, Comedy John Lasseter Tom Hanks Tim Allen Don Rickles Jim Varney"
